timestamp,student_name,uga_id,q01_age,q02_siblings,q03_campus,q04_roommates,q05_class_standing,q06_major,q07_minor,q08_credit_hours,q09_working,q10_work_hours,q11_transfer,q12_ap_calculus,q13_ap_calculus_score,q14_ap_statistics,q15_ap_statistics_score,q16_college_calculus,q17_college_statistics,q18_math_strength,q19_math_anxiety,q20_statistics_strength,q21_statistics_anxiety,q22_r_experience,q23_r_proficiency,q24_study_hours,q25_sleep_hours,q26_graduation_year,q27_expected_grade,q28_grade_confidence,q29_day_off,q30_music_artist,q31_movie,q32_travel_destination,q33_section,q34_ai_frequency,q35_ai_agent_familiarity,q36_ai_methods,q37_ai_uses,q38_ai_skill,q39_ai_paid,q40_ai_subscriptions,q41_ai_bias_concern,q42_ai_wrong_answers_concern,q43_ai_privacy_concern,q44_ai_jobs_concern,q45_ai_overreliance_concern,q46_ai_oversight_concern,q47_ai_disclosure,q48_ai_coursework_ethics,q49_ai_ethical_objections,q50_ai_harm_responsibility
8/17/2026 9:08:14,,,19,1,On-campus,0,Junior,Management,Spanish,15,Yes,3,No,Yes,Passed,No,,No,No,4,3,4,2,Yes,3,6,7,2028,A-,6,Spend quality time with my friends,Beabadoobee,Hunt for the Wilderpeople,Spain (spent 6 weeks this summer so first on my mind),08:15AM,A few times a month,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Studying or as a tutor, Math/Statistics, Summarizing readings",3,No,,7,7,7,5,7,7,7,5,"I am more opposed to generated AI images and videos than I am to text-based AI, because of the confusion, inconsistency, and personal risks it causes, especially when used maliciously. ",Not sure
8/17/2026 9:08:26,,,20,1,Off-campus,2,Junior,Economics,N/A,12,Maybe,,No,No,,Yes,Passed,No,No,5,2,6,1,Yes,4,14,8,2028,A,7,Hang out with friends ,Lifehouse,The Empire Strikes Back,Japan,08:15AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Studying or as a tutor, Math/Statistics",5,No,,5,5,6,5,5,6,7,4,,The company that built the AI tool
8/17/2026 9:08:30,,,20,4,Off-campus,1,Junior,Management,Hopefully a double major in real estate,15,Yes,25,No,No,,No,,No,No,5,2,3,4,Yes,3,8,8,2028,A-,6,Go to the lake and tube or jet ski,Future,The Meg 2 ,California ,08:15AM,Weekly,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics",4,No,,3,7,5,4,7,4,6,3,"I think people use it to replace their own thinking sometimes, that can be concerning.",Not sure
8/17/2026 9:08:39,,,20,3,Off-campus,3,Junior,Marketing,,12,Yes,30,No,Yes,Passed,No,,No,No,5,2,3,5,Yes,4,8,7,2028,A-,4,Go to the gym or pool,Taylor swift,Not sure,the beach,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",6,No,,2,4,2,2,2,6,5,6,none,Not sure
8/17/2026 9:08:55,,,19,1,Off-campus,2,Sophomore,Finance,Public Policy,18,Yes,15,No,Yes,Did not pass,Yes,Passed,No,No,5,2,3,5,Yes,4,5,6,2029,A,4,Side quests / socialize with friends,The Weeknd,Spiderman Brand New Day,Any part of Florida,08:15AM,Daily,I’ve heard the term but couldn’t define it,None of these,"Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,No,,5,7,5,5,6,5,4,7,None,The government/regulators
8/17/2026 9:09:00,,,19,6,Off-campus,3,Junior,Finance,Finance,12,Yes,30,No,No,,No,,No,No,5,3,3,6,Yes,4,8,7,2027,A-,5,Workout or play sports,Jason Aldean,National Treasure,Montana,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,Yes,Chat GPT Plus/Pro,2,3,5,1,5,2,2,6,Not thinking critically thinking for yourself. AI is a tool so it needs to be used as one and nothing more. ,Not sure
8/17/2026 9:09:12,,,20,,Off-campus,3,Junior,Finance,,12,Yes,6,No,Yes,Passed,No,,No,No,7,2,5,2,Yes,4,4,8,2028,A,5,play tennis,zach bryan,tangled,hilton head,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Summarizing readings",4,No,,2,2,3,4,4,4,6,5,none,The government/regulators
8/17/2026 9:09:40,,,20,1,Off-campus,1,Junior,Marketing,Marketing with a digital/analytics emphasis,15,Yes,14,No,Yes,Passed,No,,No,No,6,2,4,4,Yes,3,10,8,2028,A,5,"Work Out, watch football, Hang out with friends, play video games, ",Morgan Wallen or Ben Fuller,The Shawshank Redemption,Greece,08:15AM,Weekly,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,No,Gemini Advanced,5,6,6,7,6,7,7,6,"I believe if it is only viewed and used as a tool then it is fine to use, anything more and you can become lazy and dependent on it to give you all the answers. It can train you to not work hard and strive to learn.",The user
8/17/2026 9:09:43,,,20,1,Off-campus,2,Junior,Marketing,,12,Yes,25,Yes,No,,No,,No,No,4,5,4,4,Yes,2,2,6,2028,A,2,Hang out with my friends,Fleetwood Mac,Forest Gump,Puerto Rico,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Studying or as a tutor, Math/Statistics",5,No,,6,6,4,7,7,6,7,7,n/a,The government/regulators
8/17/2026 9:09:56,,,19,1,Off-campus,4,Junior,Finance,NA,12,No,,No,Yes,Passed,No,,No,No,6,2,5,2,Yes,3,4,7,2028,A,6,Gaming,Gunna,Indian Jones and the last crusade,Paris France,08:15AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,Yes,Claude Pro/Max,1,4,2,2,1,3,3,7,None,The user
8/17/2026 9:10:38,,,21,2,Off-campus,1,Senior,Management Information Systems,,15,Yes,30,Yes,Yes,Did not pass,No,,No,No,5,2,4,4,Yes,1,3,6,2027,B+,5,Play Games,Steely Dan,Pulp Fiction,Lake,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,No,,2,5,1,3,5,1,4,5,,The user
8/17/2026 9:11:08,,,20,2,Off-campus,3,Junior,Marketing,Spanish,15,Yes,8,No,No,,No,,No,No,5,4,2,6,Yes,4,14,8,2028,A,6,Golf,Taylor Swift,Iron Man,Greece,08:15AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,No,,5,6,5,5,5,5,5,7,None,The company that built the AI tool
8/17/2026 9:11:34,,,20,0,Off-campus,1,Junior,Management,none,15,No,,No,No,,Yes,Passed,No,No,1,7,5,3,Yes,5,15,8,2028,A,5,"yoga, hang with friends, go out to dinner",the beatles,good fellas,my beach home,08:15AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,Yes,Gemini Advanced,7,7,7,7,7,7,7,5,It can prevent you from having original thinking and also cut out creativity. ,Not sure
8/17/2026 9:11:38,,,19,1,Off-campus,2,Sophomore,Finance,,18,Maybe,,No,Yes,Passed,Yes,Passed,No,No,6,3,4,4,Yes,4,5,6.5,2027,A,5,relax with friends,Lovejoy,Spider-Man: Into the Spider-verse/Bladerunner,Costa Rica,08:15AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",6,No,,5,6,7,7,7,,7,5,"could be considered cheating, robbing myself of prime educational experiences, contributing to the disappearance of jobs and environmental effects",The company that built the AI tool
8/17/2026 9:15:34,,,22,2,Off-campus,1,Senior,Management Information Systems,NA,15,Yes,45,Yes,No,,Yes,Did not take exam,Yes,Yes,5,1,5,1,No,,10,7,2027,B+,5,"Kick my feet up, read, play board games, hike/camp. ",Rob Crow,Blade Runner (1982),Acadia National Park,08:15AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor",5,No,,6,6,5,7,7,6,7,4,"Displacement of jobs, specifically in the creative industry. The amount of fresh water used to cool data centers. Societies over-reliance on AI assistance and the decreasing rate of literacy and common sense. ",The government/regulators
8/17/2026 9:42:22,,,20,4,Off-campus,3,Junior,Marketing,Communication,12,Maybe,,Yes,No,,No,,Yes,No,6,3,5,4,Yes,4,15,7,2028,A-,5,"I like to try out new places (restaurants, boutiques, etc.).",BTS,The Hunger Games,Disney World ,08:15AM,A few times a month,I have a general idea of what it means,"General-purpose agent that works across apps, files, or the browser","Studying or as a tutor, Summarizing readings",5,No,,4,4,6,6,6,6,5,3,none,The company that built the AI tool
8/17/2026 10:47:47,,,21,3,Off-campus,3,Senior,Marketing,,15,Yes,40,No,No,,Yes,Passed,No,No,5,4,3,5,No,,6,7,2027,A,4,hangout with my friends,the band CAMINO and mac miller,inglorious basterds,new york city,08:15AM,Rarely,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor",3,No,,4,5,5,6,7,7,7,2,"it is not good for the environment, and i worry that it has a negative impact on my cognitive function ",Not sure
8/17/2026 12:20:38,,,22,1,On-campus,4,5th year or beyond,Management Information Systems,,15,Yes,4,No,Yes,Passed,No,,Yes,Yes,5,4,5,3,No,,6,7,2026,A,5,Sleep,Frank Ocean,Spirited Away,"Bangkok, Thailand ",11:35AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Brainstorming, Studying or as a tutor, Coding",5,No,,5,6,5,4,4,3,7,7,,The user
8/17/2026 12:20:53,,,22,2,Off-campus,3,5th year or beyond,Accounting,,14,Maybe,,No,Yes,Passed,No,,No,Yes,7,1,7,1,No,,15,7,2027,A,7,Work,Kanye West,Pulp Fiction,My bed,11:35AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor",7,No,Gemini Advanced,1,1,1,1,1,1,7,7,Water poisoning ,The company that built the AI tool
8/17/2026 12:21:03,,,21,1,Off-campus,3,Senior,Management Information Systems,none,15,Yes,17.5,Yes,No,,No,,Yes,Yes,4,4,3,5,Yes,2,10,7,2027,A-,3,sleep,yuno miles,inception,your mothers house,11:35AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Studying or as a tutor, Math/Statistics, Coding",5,No,,2,3,2,3,2,3,7,7,none,The government/regulators
8/17/2026 12:21:09,,,19,1,Off-campus,3,Sophomore,Accounting,NA,12,Yes,10,No,Yes,Passed,No,,No,No,7,2,4,3,Yes,4,20,7,2029,A,6,Golf,Jason Aldean,Odyssey,Barcelona,11:35AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,Yes,Chat GPT Plus/Pro,4,7,2,6,3,5,7,5,None,The government/regulators
8/17/2026 12:21:10,,,22,1,On-campus,4,Senior,Finance,,15,Maybe,,Yes,No,,No,,No,No,4,5,3,5,Yes,3,10,7,2026,B+,5,Rot,Rufus Du Sol,Project Almanac,italy,11:35AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",5,Yes,Claude Pro/Max,5,5,6,6,6,6,7,6,,The company that built the AI tool
8/17/2026 12:21:13,,,21,2,Off-campus,3,Senior,Real Estate,,16,Maybe,,Yes,No,,No,,No,Yes,5,3,5,3,No,,,8,2027,B+,6,Travel,Lynyrd Skynyrd ,Dazed & Confused,Greece,11:35AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor",3,No,,6,7,6,6,7,6,7,3,It doesn't feel right to not use my own brain.,The government/regulators
8/17/2026 12:21:18,,,20,2,Off-campus,3,Senior,Marketing,,15,Yes,25,Yes,No,,Yes,Passed,Yes,Yes,6,3,6,3,Yes,5,25,5,2027,A-,6,Go to the Gym,Rolling stones,Shutter island,Europe,11:35AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Summarizing readings",6,Yes,Claude Pro/Max,5,3,6,3,7,2,6,1,Environmental concerns,The company that built the AI tool
8/17/2026 12:21:35,,,21,1,Off-campus,2,Senior,Risk Management and Insurance,,15,Yes,15,Yes,No,,No,,Yes,Yes,3,5,5,4,Yes,3,12,9,2027,A,3,read,Chris Stapleton,Dirty Dancing,London,11:35AM,A few times a month,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor",5,No,,4,6,7,5,6,6,5,3,n/a,The company that built the AI tool
8/17/2026 12:21:35,,,20,2,Off-campus,3,Junior,Management Information Systems,,12,No,,No,Yes,Passed,Yes,Did not pass,No,No,6,3,4,4,No,,3,7,2028,A,5,chill,Rolling Stones,ratatouille,Telluride ,11:35AM,Daily,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",4,Yes,Chat GPT Plus/Pro,7,7,7,7,7,7,7,6,,Not sure
8/17/2026 12:21:40,,,20,2,Off-campus,3,Junior,Marketing,-,15,Yes,17,No,No,,No,,No,No,2,5,2,6,Yes,5,4,7.5,2028,B+,4,go to the movies,omer adam,harry potter and the goblet of fire,tel aviv,11:35AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",7,Yes,Gemini Advanced,2,6,1,4,6,7,7,7,only environmental concerns,The company that built the AI tool
8/17/2026 12:21:43,,,20,3,Off-campus,4,Junior,Accounting,N/A,13,Yes,5,No,No,,No,,Yes,No,6,2,3,4,Yes,3,2,7,2027,A,6,Read,Passion Worship,Incendies,New Zealand,11:35AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,No,,5,7,6,6,1,4,6,6,AI being used when oyther do not have the option to use yet you are still using it makes it an unfair avantage,Not sure
8/17/2026 12:21:44,,,21,3,Off-campus,2,Senior,Economics,Double Major w/ B.S. Psychology,12,Maybe,,No,Yes,Passed,Yes,Passed,No,Yes,7,2,6,3,Yes,5,3,8,2027,A,6,Play soccer and video games,JCole,Rocky IV,Beach,11:35AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,No,,3,5,5,6,7,4,5,6,N/A,The company that built the AI tool
8/17/2026 12:21:47,,,21,2,Off-campus,1,Senior,Management Information Systems,none,12,Yes,20,Yes,No,,No,,No,Yes,2,5,4,4,Yes,3,15,6,2027,A,3,drawing,damon albarn,batman 2022,none,11:35AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Studying or as a tutor, Summarizing readings",4,No,,5,7,7,7,7,5,7,4,non,The user
8/17/2026 12:21:47,,,20,1,Off-campus,3,Junior,Marketing,Spanish,15,Maybe,,No,No,,No,,No,No,4,6,3,5,Yes,4,8,7,2028,A,5,Watch Survivor,Pierce the Veil or the Weeknd,idk,Australia,11:35AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Summarizing readings",6,No,,1,4,7,7,4,5,6,6,none,Not sure
8/17/2026 12:21:48,,,21,2,Off-campus,3,Senior,Management Information Systems,Studio Art,16,Yes,20,No,Yes,Did not pass,No,,No,No,3,6,3,5,No,,4,8,2027,A,3,Paint and sing,I listen to too many different artists,Anything Christopher Nolan,Korea,11:35AM,A few times a month,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Coding",6,No,,5,7,7,7,7,7,7,4,,Not sure
8/17/2026 12:21:55,,,20,2,Off-campus,4,Junior,Accounting,,12,Yes,10,No,No,,No,,No,No,6,4,4,5,No,,6,8,2027,A,5,Hang out with my friends,Taylor Swift,While You Were Sleeping,"Amelia Island, Florida",11:35AM,Daily,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics",5,No,,4,4,4,6,6,5,7,6,Environmental impact,The company that built the AI tool
8/17/2026 12:21:57,,,20,4,Off-campus,1,Junior,Finance,Philosophy ,12,Yes,25,No,No,,No,,No,No,6,1,6,1,Yes,4,5,8,2028,A,5,relax,chris cornell,beautiful boy,the beach,11:35AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings, cooking, gym, advice life advice, scheduling",7,Yes,"Chat GPT Plus/Pro, Claude Pro/Max",7,7,5,7,7,7,7,5,very little to none,The government/regulators
8/17/2026 12:21:58,,,21,1,Off-campus,3,Senior,Finance,,15,No,,Yes,Yes,Passed,Yes,Did not pass,No,No,4,4,3,4,Yes,2,5,6.5,2027,A,4,Play golf,Mt Joy,Battleship,Washington DC,11:35AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",7,Yes,"Chat GPT Plus/Pro, Claude Pro/Max",2,4,5,5,3,3,4,7,None,The user
8/17/2026 12:22:06,,,20,1,Off-campus,2,Junior,Marketing,International Business co-major ,12,Maybe,,No,Yes,Did not take the exam,No,,No,No,5,5,6,5,Yes,4,8,8,2028,A,5,Pilates,Billie Eilish,Portrait of a Lady on Fire ,"Barcelona, Spain",11:35AM,A few times a month,I’ve never heard the term,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor",4,No,,3,6,4,4,5,5,7,6,,The company that built the AI tool
8/17/2026 12:22:06,,,22,5,Off-campus,3,5th year or beyond,Management Information Systems,N/A,12,Maybe,,No,Yes,Passed,No,,Yes,No,4,5,3,5,No,,6,7,2027,A-,5,Thrifting,Blood Orange,Eternal Sunshine of the Spotless Mind,Thailand,11:35AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Studying or as a tutor, Math/Statistics, Coding",4,No,,6,7,5,6,7,7,7,5,"It is bad for the environment, bad for our thinking as a collective ",The government/regulators
8/17/2026 12:22:12,,,20,2,Off-campus,4,Junior,Finance,None,18,No,,No,No,,No,,No,No,4,5,4,5,Yes,7,15,11,2028,A,4,Go for a walk and tan,Mt joy,White chicks,Paris,11:35AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",7,No,,4,4,4,4,4,4,7,3,Lazyness,The user
8/17/2026 12:22:14,,,19,2,Off-campus,3,Junior,Marketing,N/A,12,No,,No,Yes,Passed,Yes,Passed,No,No,5,3,6,3,Yes,3,2,9,2028,A,6,Run/read,Elevation worship,The Oddessey ,Anywhere hiking,11:35AM,Daily,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",6,No,,2,3,2,2,5,2,4,5,none,The user
8/17/2026 12:22:16,,,20,2,On-campus,5,Junior,Finance,N/A,13,Yes,12,Yes,No,,No,,Yes,Yes,4,3,4,4,Yes,3,10,8,2028,A-,5,Read or watch TV shows,ILLIT,Ponyo,South Korea,11:35AM,Rarely,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)",Studying or as a tutor,3,No,,5,5,6,6,6,6,6,4,None,The company that built the AI tool
8/17/2026 12:22:18,,,20,2,Off-campus,3,Junior,Finance,none,15,Yes,25,No,Yes,Passed,Yes,Passed,No,Yes,3,5,3,6,Yes,4,5,6,2028,A-,4,chill,kanye,good will hunting,destin,11:35AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex), General-purpose agent that works across apps, files, or the browser","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",6,Yes,Claude Pro/Max,4,3,2,4,5,6,6,7,none,The company that built the AI tool
8/17/2026 12:22:19,,,21,0,Off-campus,3,Senior,Management Information Systems,Nothing,15,Yes,16,Yes,No,,No,,No,No,3,5,4,6,No,,6,7,2027,B+,4,Soccer,NBA Youngboy,Cinderella Man,Bora Bora,11:35AM,Weekly,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Math/Statistics, Coding",4,Yes,Chat GPT Plus/Pro,4,3,6,7,4,2,3,6,none,Not sure
8/17/2026 12:22:20,,,21,1,Off-campus,5,Senior,Management Information Systems,,16,Maybe,,Yes,Yes,Passed,Yes,Passed,Yes,Yes,6,6,5,5,Yes,4,4,7,2027,A,6,golf ,sam barber,good will hunting ,colorado ,11:35AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Brainstorming, Studying or as a tutor, Summarizing readings",5,No,,2,6,2,5,5,4,4,6,none ,The company that built the AI tool
8/17/2026 12:22:31,,,20,1,Off-campus,3,Junior,Finance,none,15,Maybe,,No,Yes,Passed,Yes,Passed,No,No,5,2,6,1,Yes,3,5,6,2028,A,6,tan at the pool,lana del rey,kill bill volume 2,hawaii,11:35AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor",5,No,none,3,5,2,5,6,5,5,5,killing the trees,The government/regulators
8/17/2026 12:22:35,,,21,1,Off-campus,0,Senior,Accounting,,12,Yes,10,No,No,,No,,Yes,No,5,3,4,3,No,,15,8,2027,A-,5,Pickleball,Noah Kahan,Interstellar,Bahamas,11:35AM,A few times a month,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Brainstorming, Studying or as a tutor",5,No,,5,6,4,4,3,4,6,6,None,The user
8/17/2026 12:22:36,,,20,9,Off-campus,2,Senior,Management Information Systems,Abribusiness,16,Yes,25,No,Yes,Passed,No,,No,Yes,7,2,7,1,Yes,4,10,9,2027,A,6,Read a book,Chris Stapleton,The Hunger Games,Beach(mainly gulf or pacific water),11:35AM,Rarely,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), General-purpose agent that works across apps, files, or the browser","Studying or as a tutor, Math/Statistics, Coding, Summarizing readings",5,No,,5,6,6,7,7,7,7,3,none,Not sure
8/17/2026 12:22:38,,,21,1,Off-campus,3,Senior,Real Estate,,15,No,,No,No,,No,,No,No,4,4,4,4,No,,3.5,8,2027,B+,5,"Hang out with friends, be outside and relax",flipturn,Good Will Hunting and The Sound of Music,Florence Italy,11:35AM,Weekly,I have a general idea of what it means,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",5,No,,6,7,7,7,7,7,7,5,Concerns about the environment,The government/regulators
8/17/2026 12:22:38,,,20,3,Off-campus,4,Junior,Finance,N/A,15,Yes,30,Yes,No,,No,,Yes,Yes,2,2,3,,Yes,2,10,7,2027,A-,6,Workout/run,drake,odyssey ,cabo,11:35AM,Daily,I could explain it to someone else,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Coding",7,Yes,Chat GPT Plus/Pro,2,2,3,4,6,3,7,7,N/A,The user
8/17/2026 12:22:39,,,21,2,Off-campus,3,Senior,Risk Management and Insurance,,12,Maybe,,No,Yes,Passed,No,,Yes,Yes,6,3,5,4,No,,2,8,2027,A,6,Golf with friends,Mac Miller,Remember the Titans,Charleston,11:35AM,Weekly,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website), Coding agent (e.g., Claude Code, OpenAI Codex)","Writing/editing, Brainstorming, Studying or as a tutor, Math/Statistics, Summarizing readings",6,No,,2,5,5,5,4,3,4,5,,The government/regulators
8/17/2026 12:22:43,,,19,2,Off-campus,5,Junior,Risk Management and Insurance,Spanish,17,Maybe,,No,Yes,Passed,No,,No,No,4,2,2,5,Yes,3,8,9,2028,B+,5,Read,Van Morrison,,"Lucerne, Switzerland",11:35AM,A few times a month,I’ve heard the term but couldn’t define it,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Studying or as a tutor, Summarizing readings",4,No,,5,5,7,5,,4,5,5,Not letting AI just do it for me and attempting to learn from it. ,The user
8/17/2026 12:22:45,,,21,4,Off-campus,3,Senior,Management,none,15,Maybe,,Yes,No,,Yes,Did not take exam,Yes,No,5,2,1,4,Yes,3,6,7,2028,B,5,play guitar,led zeppelin ,Indiana jones and the last crusade ,Yosemite ,11:35AM,Weekly,I’ve never heard the term,"Chat interface (e.g., the ChatGPT, Claude, or Gemini app or website)","Writing/editing, Studying or as a tutor, Math/Statistics",4,No,none,1,5,4,6,6,4,6,5,makes things to easy ,Not sure
